0	4.683194478865593
1	4.378350799314437
2	4.196380869034798
3	3.992885401941115
4	3.8776534218941965
5	3.7277676782300397
6	3.6232023300663116
7	3.572833473451676
8	3.5036171682419317
9	3.4413189380399642
10	3.3705764170615904
11	3.3182848361230666
12	3.2905987554980864
13	3.234069836524225
14	3.1912057384367913
15	3.159463874755367
16	3.1344489343704716
17	3.105515916885868
18	3.06377350899481
19	3.0441661588607296
20	3.0221629850326046
21	2.9871988104235743
22	2.9666728658060872
23	2.962972672523991
24	2.9096876044427193
25	2.8884306284689134
26	2.8671490884596302
27	2.854065114451993
28	2.8185668368493357
29	2.8017311380755516
30	2.7992031689613097
31	2.8000802632301083
32	2.762803347649113
33	2.771541497784276
34	2.7286904873386506
35	2.7536223126995947
36	2.7342774668047505
37	2.674092430453147
38	2.691903571159609
39	2.7006764519599176
40	2.6522810520664337
41	2.6330308521947554
42	2.65436530036311
43	2.6433325744444325
44	2.608745720309596
45	2.648485876667884
46	2.6032351509217295
47	2.633921963937821
48	2.604194317325469
49	2.587444979144681
50	2.5853416442871096
51	2.570869711906679
52	2.596374728602748
53	2.588922224506255
54	2.589086316477868
55	2.5762353804803664
56	2.585701048758722
57	2.600649091505235
58	2.5364711699947233
59	2.5868992474771315
60	2.5302031786211074
61	2.523196739535178
62	2.527885240124118
63	2.5520087695890856
64	2.5440454267686414
65	2.535188792597863
66	2.5640138318461756
67	2.519140686527375
68	2.526362689079777
69	2.5174932949004636
70	2.5298561057736797
71	2.5143814233041577
72	2.5033615412250643
73	2.5694307596452775
74	2.5489034298927553
75	2.5092124754382716
76	2.5054028403374455
77	2.4967455517861152
78	2.526387564597591
79	2.5159051510595507
80	2.535303731118479
81	2.499292322897142
82	2.5517361648621097
83	2.5062122714134953
84	2.5112907186631235
85	2.52501060962677
86	2.5050394250500587
87	2.4902981288971437
88	2.518478055923216
89	2.543642620886526
90	2.5311998036599928
91	2.540562612779679
92	2.4766414819225187
93	2.5144703649705455
94	2.491874914015493
95	2.530486968255812
96	2.55926250719255
97	2.496729383160991
98	2.464158901860637
99	2.5198490173585952
100	2.4603706790554907
101	2.45999890681236
102	2.5256189477059148
103	2.526350442824825
104	2.4806551764088294
105	2.503583760415354
106	2.4815690540498303
107	2.4739557643090526
108	2.5164453567997103
109	2.500632195318899
110	2.51407007632717
111	2.4830943553678453
112	2.5123806276629046
113	2.4502259415964924
114	2.5070112466812136
115	2.5155278667326897
116	2.483712826236602
117	2.518349910551502
118	2.53940294865639
119	2.4905879005309073
120	2.4459872607261905
121	2.460873980675974
122	2.499765521480191
123	2.5368088283846455
124	2.500236972685783
125	2.484943832120588
126	2.5212385285285213
127	2.4925989435565086
128	2.484196270665815
129	2.454762722599891
130	2.460984241577887
131	2.4850756037619806
132	2.4337854377685053
133	2.4728384487090573
134	2.489869643795875
135	2.507074922130954
136	2.5155053392533335
137	2.5215502615897885
138	2.5320635726374965
139	2.5433000918357602
140	2.5080507939861665
141	2.524135245046308
142	2.5216556418326594
143	2.5545529434757848
144	2.5073043361786875
145	2.542167680494247
146	2.5507010736773092
147	2.5447982572740124
148	2.5261009262454124
149	2.4784045188657697
150	2.535234765083559
151	2.53895396032641
152	2.5147056071989
153	2.4966411844376597
154	2.5118385537978143
155	2.5638992440315986
156	2.5470652672552294
157	2.575077529876463
158	2.548945903778076
159	2.523346723279645
